Activity ID,Date,Person,Call Connect,Pitch,Disposition,Customer Account ID,Outcome,,,,
900t5UF,9/10/2024,Manager,Connected,Operator,No Interest,96436,Win,,,,
90c2bKF,9/5/2024,Owner,Connected,Smooth,No interest,93394,Loss,,,,
90er6k4,9/11/2024,,No Answer,N/A,N/A,26454,#N/A,,,,
9324han8H8,9/11/2024,Owner,Connected,AI,No interest,92071,Loss,,,,
93b7tBxlC2,9/10/2024,Manager,Connected,Operator,No Interest,85504,Loss,,,,
93tLSuyYDj,9/11/2024,Manager,Connected,Smooth,No Interest,25874,Loss,,,,
97PH4o9,9/4/2024,Manager,Connected,AI,No Interest,16186,Loss,,,,
97v4GVK,9/12/2024,Manager,Connected,Operator,Engaged,78636,Loss,,,,
99hC9P8,9/4/2024,Manager,Connected,AI,Engaged,26256,Loss,,,,
99p6zsy3s9,9/4/2024,Owner,Connected,Smooth,No interest,32074,Loss,,,,
99Q06cI,9/11/2024,,No Answer,N/A,N/A,67574,#N/A,,,,
9aefLlT,9/11/2024,Manager,Connected,Operator,No Interest,32473,Loss,,,,
9agY121,9/6/2024,Manager,Connected,AI,Engaged,10821,Win,,,,
9agY125,9/11/2024,Owner,Connected,AI,Engaged,10821,Win,,,,
9b5GQ5C,9/11/2024,Manager,Connected,Smooth,No Interest,95512,Loss,,,,
9dy3dbgHZJ,9/6/2024,Owner,Connected,Smooth,Engaged,45874,Open,,,,
9EQI8S7,9/11/2024,Manager,Connected,Operator,No Interest,90579,Loss,,,,
9f3MP5B,9/5/2024,Owner,Connected,Operator,No interest,99689,Loss,,,,
9FE7mI6,9/12/2024,,No Answer,N/A,N/A,31853,#N/A,,,,
9Jkkn11,9/6/2024,Owner,Connected,Operator,Engaged,38708,Open,,,,
9lOY0g8,9/2/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,25452,Open,,,,
9nALW63,9/3/2024,Owner,Connected,Smooth,Engaged,27756,Open,,,,
9o9nIXO,9/6/2024,Manager,Connected,AI,Engaged,25737,Loss,,,,
9oH8bmzqtX,9/13/2024,,No Answer,N/A,N/A,72975,#N/A,,,,
9tLwGma2XL,9/12/2024,Manager,Connected,Smooth,Deferred to Other Stakeholder,50210,Loss,,,,
9TSESTB,9/4/2024,,No Answer,N/A,N/A,50846,#N/A,,,,
9uWuqJl7Fn,9/4/2024,,No Answer,N/A,N/A,92413,#N/A,,,,
9YGin03,9/4/2024,Owner,Connected,Operator,No interest,90522,Loss,,,,
a2845a9,9/4/2024,Owner,Connected,Smooth,No interest,28728,Loss,,,,
a3Znqy8,9/9/2024,Manager,Connected,Smooth,Deferred to Other Stakeholder,28297,Open,,,,
a6y01FR,9/13/2024,,No Answer,N/A,N/A,84676,Loss,,,,
a78vNKmnNA,9/13/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,17560,Open,,,,
a7vG8cQ,9/9/2024,,No Answer,N/A,N/A,61356,#N/A,,,,
A80ZNxL,9/9/2024,,No Answer,N/A,N/A,96308,#N/A,,,,
a96VnK7,9/5/2024,Owner,Connected,AI,No interest,59723,Loss,,,,
AASrDKY,9/9/2024,Manager,Connected,Operator,No Interest,41318,Loss,,,,
ACu8Rznel7,9/10/2024,,No Answer,N/A,N/A,39538,#N/A,,,,
ADaZha2,9/10/2024,Manager,Connected,Smooth,No Interest,86608,Loss,,,,
aeFGwp7,9/3/2024,,No Answer,N/A,N/A,34552,#N/A,,,,
Af2301xN53,9/2/2024,,No Answer,N/A,N/A,45402,#N/A,,,,
Afw2fJfcpw,9/13/2024,Owner,Connected,Smooth,No interest,97027,Loss,,,,
AgdTeVL,9/9/2024,,No Answer,N/A,N/A,54254,#N/A,,,,
agYG528,9/5/2024,Manager,Connected,AI,Deferred to Other Stakeholder,53717,Open,,,,
aheYug3,9/2/2024,,No Answer,N/A,N/A,35313,#N/A,,,,
AIE6x12,9/10/2024,Owner,Connected,Smooth,No interest,62952,Loss,,,,
ajoxQImbYD,9/11/2024,,No Answer,N/A,N/A,26980,#N/A,,,,
Al7uK2j3k6,9/9/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,95214,Open,,,,
aNpSP6s348,9/10/2024,Owner,Connected,Smooth,Engaged,71529,Loss,,,,
aOUyj9A,9/10/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,98391,Open,,,,
ApftH4xg9i,9/13/2024,Manager,Connected,Smooth,No Interest,22676,Loss,,,,
Apqqq50,9/2/2024,Manager,Connected,Operator,No Interest,54884,Loss,,,,
aqQ1ozY,9/10/2024,,No Answer,N/A,N/A,90278,#N/A,,,,
Au5tXI0,9/11/2024,,No Answer,N/A,N/A,56833,#N/A,,,,
aVbyB9o6Fo,9/13/2024,Manager,Connected,Smooth,Deferred to Other Stakeholder,81004,Loss,,,,
b0207kjD7i,9/13/2024,Owner,Connected,Smooth,No interest,69851,Loss,,,,
B2NJTjW,9/2/2024,Manager,Connected,Operator,No Interest,69213,Loss,,,,
b31m45I,9/11/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,43573,Open,,,,
B32t62ql6x,9/13/2024,,No Answer,N/A,N/A,12652,#N/A,,,,
B4A6hoH,9/3/2024,,No Answer,N/A,N/A,73022,#N/A,,,,
B4gcHSU,9/3/2024,Manager,Connected,Operator,Engaged,41061,Open,,,,
B75iBoO,9/13/2024,,No Answer,N/A,N/A,56869,#N/A,,,,
bb010U6,9/9/2024,,No Answer,N/A,N/A,35605,#N/A,,,,
bb0Br8F,9/9/2024,Owner,Connected,AI,No interest,72248,Loss,,,,
BblL4J4,9/11/2024,,No Answer,N/A,N/A,57231,#N/A,,,,
bH8K626,9/10/2024,Owner,Connected,Operator,No interest,34765,Loss,,,,
bKw5UZ6,9/4/2024,,No Answer,N/A,N/A,76732,#N/A,,,,
bl6yNW1,9/11/2024,Manager,Connected,AI,Engaged,64249,Win,,,,
bl6yNW5,9/11/2024,Owner,Connected,AI,Engaged,64249,Win,,,,
BOzRmm8,9/10/2024,Manager,Connected,Smooth,No Interest,94466,Loss,,,,
Bt60dtqH69,9/9/2024,,No Answer,N/A,N/A,56293,#N/A,,,,
Btb1MFwhV9,9/9/2024,,No Answer,N/A,N/A,59603,#N/A,,,,
bvbS7VR,9/2/2024,,No Answer,N/A,N/A,47541,#N/A,,,,
bxna4t8,9/10/2024,Manager,Connected,Operator,No Interest,60567,Loss,,,,
BY18I9Z,9/3/2024,Manager,Connected,Smooth,Engaged,71440,Loss,,,,
By19agG,9/11/2024,Manager,Connected,Operator,No Interest,55013,Loss,,,,
bYN3zsE,9/13/2024,,No Answer,N/A,N/A,75226,#N/A,,,,
C0PEy6q3sy,9/10/2024,Manager,Connected,Operator,No Interest,67619,Loss,,,,
C28JuIrd48,9/4/2024,,No Answer,N/A,N/A,88357,#N/A,,,,
C4x0ODK,9/9/2024,Manager,Connected,Smooth,No Interest,21962,Loss,,,,
c7Ciaj8,9/10/2024,Manager,Connected,Smooth,No Interest,58168,Loss,,,,
c8RHF87,9/12/2024,Manager,Connected,Operator,No Interest,11104,Loss,,,,
CCOTxCo977,9/12/2024,Owner,Connected,Operator,Deferred to Other Stakeholder,21699,Open,,,,
cCQH44sUfI,9/3/2024,Manager,Connected,Operator,Engaged,39849,Open,,,,
cdmF59mc4M,9/12/2024,Manager,Connected,Smooth,No Interest,82514,Loss,,,,
Ceg69Y4,9/2/2024,,No Answer,N/A,N/A,94055,#N/A,,,,
CeH565V,9/3/2024,Manager,Connected,Operator,Engaged,53878,Loss,,,,
cFqkO6s2Aq,9/3/2024,Manager,Connected,Smooth,Deferred to Other Stakeholder,43823,Open,,,,
ChA5VlsF8c,9/3/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,44510,Open,,,,
chiSz0V,9/10/2024,Owner,Connected,Smooth,Engaged,73398,Win,,,,
cJ903aZ,9/9/2024,,No Answer,N/A,N/A,77375,#N/A,,,,
CkLpufJ,9/4/2024,Manager,Connected,Operator,No Interest,67660,Loss,,,,
cl8OTgQ,9/5/2024,Manager,Connected,Operator,No Interest,34930,Loss,,,,
cL9Vp4c0w0,9/9/2024,,No Answer,N/A,N/A,93934,#N/A,,,,
clVBiIZ,9/2/2024,,No Answer,N/A,N/A,33507,#N/A,,,,
CM49xtY,9/10/2024,Manager,Connected,Smooth,Deferred to Other Stakeholder,70238,Loss,,,,
co7plEwWq1,9/3/2024,,No Answer,N/A,N/A,69058,#N/A,,,,
Com65n9,9/5/2024,,No Answer,N/A,N/A,74373,#N/A,,,,
COmEuXz9mA,9/6/2024,Manager,Connected,Operator,No Interest,27596,Loss,,,,
COPs3QsJSk,9/6/2024,Manager,Connected,Operator,No Interest,28953,Loss,,,,
Cq7l0dD,9/5/2024,,No Answer,N/A,N/A,31196,#N/A,,,,
cqWoqG6,9/6/2024,,No Answer,N/A,N/A,63243,#N/A,,,,
CTq3UZ8,9/6/2024,Owner,Connected,AI,No interest,86623,Loss,,,,
CuzQt5H,9/9/2024,,No Answer,N/A,N/A,62201,#N/A,,,,
CvfH181,9/12/2024,Manager,Connected,AI,Engaged,64884,Win,,,,
CvfH18R,9/12/2024,Owner,Connected,AI,Engaged,64884,Win,,,,
CW20tD6,9/9/2024,Manager,Connected,Operator,No Interest,46419,Loss,,,,
CX0MErO,9/9/2024,,No Answer,N/A,N/A,20223,#N/A,,,,
Cxkt6YK,9/9/2024,,No Answer,N/A,N/A,26919,#N/A,,,,
D020h49,9/9/2024,Manager,Connected,Smooth,Deferred to Other Stakeholder,59113,Loss,,,,
d05H7B5,9/5/2024,Owner,Connected,Smooth,Engaged,41098,Open,,,,
d1k0qN6,9/5/2024,Owner,Connected,Smooth,Engaged,50298,Loss,,,,
D22z3gB,9/2/2024,Manager,Connected,Operator,No Interest,69434,Loss,,,,
d2660r0,9/6/2024,Owner,Connected,Smooth,Engaged,11707,Loss,,,,
d3wW0X7,9/11/2024,,No Answer,N/A,N/A,99361,#N/A,,,,
D7hVtS0,9/3/2024,Manager,Connected,Smooth,Engaged,82891,Open,,,,
Ddq8TKjGd2,9/12/2024,Owner,Connected,Smooth,Engaged,75560,Open,,,,
Df99DUhUmw,9/6/2024,,No Answer,N/A,N/A,38449,#N/A,,,,
DfF5U9I,9/5/2024,Manager,Connected,Operator,No Interest,69140,Loss,,,,
DImycuU,9/11/2024,Owner,Connected,AI,No interest,91089,Loss,,,,
DjY30fY,9/6/2024,Owner,Connected,Smooth,No interest,70596,Loss,,,,
dk8u0or9mm,9/2/2024,,No Answer,N/A,N/A,43509,#N/A,,,,
dkH858mOGa,9/11/2024,Manager,Connected,AI,Deferred to Other Stakeholder,20504,Loss,,,,
DnE9zHw2yl,9/6/2024,,No Answer,N/A,N/A,99993,#N/A,,,,
dQAoEvC,9/9/2024,Manager,Connected,Operator,No Interest,33200,Loss,,,,
DS6c18W,9/4/2024,Owner,Connected,Operator,No interest,48973,Loss,,,,
dSbm291,9/10/2024,Owner,Connected,Operator,No interest,30726,Loss,,,,
dtA2i3ovxd,9/5/2024,Manager,Connected,AI,Engaged,16950,Loss,,,,
Dv13791,9/10/2024,Manager,Connected,Operator,No Interest,35399,Loss,,,,
DWq5R53,9/2/2024,,No Answer,N/A,N/A,27776,#N/A,,,,
dxK1cLfIB9,9/2/2024,,No Answer,N/A,N/A,45645,#N/A,,,,
dyCAxE6,9/11/2024,Manager,Connected,Smooth,No Interest,31687,Loss,,,,
DzI6Xsjyl7,9/9/2024,,No Answer,N/A,N/A,55289,#N/A,,,,
E0an7prkOJ,9/6/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,73509,Open,,,,
E0Bi27B,9/3/2024,Manager,Connected,AI,No interest,90174,Loss,,,,
E0oyW3W,9/3/2024,,No Answer,N/A,N/A,72128,#N/A,,,,
E147qq4,9/2/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,26730,Open,,,,
E18DEOt3N7,9/6/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,68435,Open,,,,
e1skdqmHB6,9/3/2024,Owner,Connected,Operator,Engaged,48144,Open,,,,
E250LWfOfd,9/13/2024,,No Answer,N/A,N/A,12251,#N/A,,,,
E33I9wbSS8,9/6/2024,Owner,Connected,Operator,No interest,48134,Loss,,,,
E81G8gH,9/13/2024,Manager,Connected,AI,No interest,94293,Loss,,,,
e8l2672,9/2/2024,Manager,Connected,Operator,No Interest,47939,Loss,,,,
eB25Ydh1W0,9/4/2024,Manager,Connected,Smooth,No Interest,90911,Loss,,,,
EBV111M,9/13/2024,,No Answer,N/A,N/A,56350,#N/A,,,,
ECM7iv0,9/6/2024,Owner,Connected,Smooth,No interest,75013,Loss,,,,
Ed3XNR5,9/9/2024,,No Answer,N/A,N/A,31919,#N/A,,,,
EG61ZSb8si,9/2/2024,,No Answer,N/A,N/A,80071,#N/A,,,,
EJ17w55,9/13/2024,,No Answer,N/A,N/A,84404,#N/A,,,,
ej2Bc6F,9/12/2024,Owner,Connected,Smooth,Engaged,94723,Win,,,,
EM8cPfU,9/12/2024,Manager,Connected,Smooth,Deferred to Other Stakeholder,56744,Loss,,,,
emezer2,9/12/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,23190,Open,,,,
en2tDuuTDj,9/9/2024,Owner,Connected,Operator,Engaged,95560,Win,,,,
En97gNR,9/12/2024,,No Answer,N/A,N/A,27226,#N/A,,,,
eOxhM3M,9/10/2024,Manager,Connected,Smooth,No Interest,64042,Loss,,,,
eoYZ27K,9/5/2024,Manager,Connected,Operator,No Interest,42115,Loss,,,,
eQ10Fs7,9/5/2024,,No Answer,N/A,N/A,62909,#N/A,,,,
etZQh47,9/4/2024,,No Answer,N/A,N/A,28213,#N/A,,,,
euk0kuB,9/3/2024,,No Answer,N/A,N/A,60086,#N/A,,,,
EUmH24V,9/13/2024,Manager,Connected,Smooth,No Interest,21398,Loss,,,,
EV80E69,9/3/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,16176,Open,,,,
Ev98Z5C,9/13/2024,Manager,Connected,Smooth,Deferred to Other Stakeholder,92313,Loss,,,,
eW0YM57,9/13/2024,Owner,Connected,AI,No interest,17126,Loss,,,,
exai2Gixm7,9/11/2024,Owner,Connected,Operator,No interest,31580,Loss,,,,
Eyrm9o1,9/3/2024,,No Answer,N/A,N/A,59992,#N/A,,,,
Ez4NOEq8x5,9/10/2024,Owner,Connected,Smooth,Engaged,76800,Win,,,,
eze8rDx7I9,9/9/2024,Owner,Connected,Smooth,Engaged,90592,Open,,,,
F21s07dGAQ,9/12/2024,,No Answer,N/A,N/A,53482,#N/A,,,,
F22ME27,9/3/2024,Manager,Connected,AI,No Interest,47307,Loss,,,,
F3N2537,9/10/2024,Owner,Connected,Smooth,Engaged,31367,Open,,,,
f57b5Tj8R7,9/4/2024,Manager,Connected,Smooth,No Interest,26867,Loss,,,,
f5H9fto9GE,9/3/2024,,No Answer,N/A,N/A,96825,#N/A,,,,
F7K477hla0,9/12/2024,Owner,Connected,Operator,No interest,32177,Loss,,,,
f7Kl1GzsBu,9/11/2024,Owner,Connected,Operator,Engaged,46765,Open,,,,
fDcfu1R,9/5/2024,,No Answer,N/A,N/A,66916,#N/A,,,,
fdnGEaeuZR,9/11/2024,,No Answer,N/A,N/A,35387,#N/A,,,,
fdo7u39,9/2/2024,Manager,Connected,Smooth,No Interest,73398,Win,,,,
fHX6j4op9j,9/9/2024,,No Answer,N/A,N/A,62824,#N/A,,,,
fHx8VbP,9/2/2024,Manager,Connected,Smooth,No Interest,50408,Loss,,,,
fiZPU8R,9/12/2024,,No Answer,N/A,N/A,57720,#N/A,,,,
fJF1ASvL4c,9/12/2024,,No Answer,N/A,N/A,79988,#N/A,,,,
foH8C8t3Y7,9/9/2024,,No Answer,N/A,N/A,19762,#N/A,,,,
fPsejDR,9/13/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,16715,Open,,,,
FQ5Q6l5,9/10/2024,Manager,Connected,Operator,No Interest,56619,Loss,,,,
fQzSrBnjUU,9/11/2024,,No Answer,N/A,N/A,99281,#N/A,,,,
fS5gyUzOTE,9/12/2024,Manager,Connected,AI,No Interest,59424,Loss,,,,
FTW99A5,9/10/2024,Owner,Connected,AI,No interest,31600,Loss,,,,
FVl7Z19,9/3/2024,Manager,Connected,Operator,No Interest,66419,Loss,,,,
FXD178uH2n,9/12/2024,,No Answer,N/A,N/A,16780,#N/A,,,,
g10yT9w3kY,9/3/2024,Manager,Connected,Smooth,No Interest,51074,Loss,,,,
g650r43,9/9/2024,,No Answer,N/A,N/A,64249,Win,,,,
G7sUl9wjIC,9/3/2024,Manager,Connected,AI,Deferred to Other Stakeholder,30923,Open,,,,
Ga9ccuc9Jv,9/6/2024,Owner,Connected,Operator,No interest,44884,Loss,,,,
GaJB2Rd7si,9/10/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,53626,Open,,,,
gc8C5wlpAp,9/10/2024,Owner,Connected,AI,Engaged,81144,Open,,,,
Gcvvc45,9/4/2024,Manager,Connected,Operator,No Interest,83452,Loss,,,,
Ge52cnH,9/5/2024,Owner,Connected,Operator,Engaged,27947,Open,,,,
GhOK4tjy4A,9/13/2024,,No Answer,N/A,N/A,74057,#N/A,,,,
ghoPvu6,9/6/2024,Owner,Connected,Smooth,Engaged,16122,Open,,,,
gisUMCH,9/5/2024,,No Answer,N/A,N/A,72471,#N/A,,,,
gKS1dVL,9/2/2024,,No Answer,N/A,N/A,23238,#N/A,,,,
gleU92bzt1,9/11/2024,Manager,Connected,Smooth,No Interest,50960,Loss,,,,
gr1b677,9/9/2024,,No Answer,N/A,N/A,78713,#N/A,,,,
grIzZVa15m,9/2/2024,Manager,Connected,AI,No Interest,31128,Loss,,,,
GT09hPD,9/11/2024,Owner,Connected,Smooth,Engaged,73398,Win,,,,
gTw1i2q7B9,9/11/2024,,No Answer,N/A,N/A,87432,#N/A,,,,
GUJXT0G,9/9/2024,Owner,Connected,Operator,Engaged,91113,Open,,,,
gWGlyuP,9/6/2024,Manager,Connected,AI,No Interest,65538,Win,,,,
GYm7G1Z,9/6/2024,,No Answer,N/A,N/A,73852,#N/A,,,,
GYv3h1J,9/11/2024,Manager,Connected,AI,No interest,90689,Loss,,,,
GzXs72D,9/5/2024,Owner,Connected,Smooth,Engaged,31798,Loss,,,,
H3lvfVT,9/6/2024,,No Answer,N/A,N/A,95232,#N/A,,,,
h3UtHY0,9/4/2024,,No Answer,N/A,N/A,36298,#N/A,,,,
H3x3rw7,9/10/2024,Manager,Connected,Smooth,No Interest,95665,Loss,,,,
h4zx9c3,9/12/2024,,No Answer,N/A,N/A,62054,#N/A,,,,
h5GS9OiC5a,9/2/2024,,No Answer,N/A,N/A,45302,#N/A,,,,
h818ZM5,9/4/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,43341,Open,,,,
HA691B7,9/13/2024,,No Answer,N/A,N/A,64198,#N/A,,,,
HbdHVmZ,9/10/2024,Manager,Connected,Operator,No Interest,78171,Loss,,,,
hfbaQfI,9/9/2024,,No Answer,N/A,N/A,22379,#N/A,,,,
HHbHCdwN21,9/11/2024,Manager,Connected,Operator,No Interest,53417,Loss,,,,
Hl8sF29,9/4/2024,Manager,Connected,Smooth,No Interest,83588,Loss,,,,
hlq4x2F,9/2/2024,,No Answer,N/A,N/A,64196,#N/A,,,,
hM9YNV0,9/13/2024,Manager,Connected,Smooth,No Interest,62892,Loss,,,,
hmLT2Q6,9/10/2024,,No Answer,N/A,N/A,94621,#N/A,,,,
HMou8xb9D7,9/13/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,18262,Open,,,,
hQM1OAwYZ7,9/3/2024,,No Answer,N/A,N/A,67718,#N/A,,,,
hQrvCJ1,9/13/2024,Manager,Connected,AI,Engaged,56019,Win,,,,
hQrvCJJ,9/13/2024,Owner,Connected,AI,Engaged,56019,Win,,,,
hs26c2P,9/3/2024,,No Answer,N/A,N/A,25493,#N/A,,,,
HSQc3rZ,9/2/2024,,No Answer,N/A,N/A,59069,#N/A,,,,
Htjl595,9/5/2024,,No Answer,N/A,N/A,46691,#N/A,,,,
Hv56robba4,9/6/2024,Manager,Connected,Smooth,Engaged,58660,Loss,,,,
HvH9IJM,9/10/2024,Owner,Connected,AI,Engaged,66203,Open,,,,
HVIaTvD,9/3/2024,Owner,Connected,AI,No interest,94584,Loss,,,,
HZ31W41,9/2/2024,,No Answer,N/A,N/A,16592,#N/A,,,,
hZXHx4lF14,9/13/2024,,No Answer,N/A,N/A,20066,#N/A,,,,
I2wezgrg1d,9/4/2024,,No Answer,N/A,N/A,25455,#N/A,,,,
I4D6cKqn89,9/10/2024,Manager,Connected,Smooth,No Interest,58138,Loss,,,,
i4RcaHI,9/3/2024,Owner,Connected,AI,No interest,98661,Loss,,,,
i529YjU,9/13/2024,,No Answer,N/A,N/A,23310,#N/A,,,,
I7ytd1sTL0,9/10/2024,Manager,Connected,AI,No Interest,79592,Loss,,,,
ICj9c5hMYJ,9/11/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,42957,Open,,,,
iCQRaFmaV0,9/12/2024,Owner,Connected,AI,No interest,81101,Loss,,,,
iEZ31e6,9/12/2024,,No Answer,N/A,N/A,40685,#N/A,,,,
if1p5F1,9/10/2024,Owner,Connected,Smooth,Engaged,69933,Win,,,,
iFZ35PX,9/2/2024,,No Answer,N/A,N/A,17722,#N/A,,,,
iIx4S7x042,9/3/2024,,No Answer,N/A,N/A,62770,#N/A,,,,
IJ1ltPB,9/2/2024,,No Answer,N/A,N/A,86904,#N/A,,,,
IKCk29j0nj,9/4/2024,Owner,Connected,AI,Engaged,26079,Loss,,,,
ILG67SokOq,9/13/2024,,No Answer,N/A,N/A,12742,#N/A,,,,
ILz24XO,9/2/2024,,No Answer,N/A,N/A,78354,#N/A,,,,
IMOUJc0,9/10/2024,,No Answer,N/A,N/A,11642,#N/A,,,,
IOz2SxC,9/4/2024,Manager,Connected,Operator,No Interest,73026,Loss,,,,
it7ok3Q,9/4/2024,,No Answer,N/A,N/A,32893,#N/A,,,,
iT9265sD1r,9/12/2024,Owner,Connected,Operator,Engaged,19450,Open,,,,
IUNZlV6,9/13/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,68963,Open,,,,
Iv2p715,9/3/2024,Manager,Connected,Smooth,Engaged,94881,Loss,,,,
IVG2rIU,9/4/2024,Manager,Connected,Operator,No Interest,82906,Loss,,,,
j0miBNV,9/9/2024,,No Answer,N/A,N/A,12570,#N/A,,,,
j0rd1OD,9/6/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,44461,Open,,,,
J3cZB2R,9/11/2024,Manager,Connected,Smooth,No Interest,66095,Win,,,,
j3UfzT7,9/5/2024,,No Answer,N/A,N/A,66703,#N/A,,,,
J48f7T8,9/6/2024,Owner,Connected,AI,No Interest,78698,Loss,,,,
J4H74RfM5B,9/13/2024,Manager,Connected,AI,No Interest,81547,Loss,,,,
j67uH5zKBV,9/13/2024,Manager,Connected,Smooth,No Interest,25173,Loss,,,,
j76GCf9,9/12/2024,Manager,Connected,Smooth,No Interest,99335,Loss,,,,
j8X4KH2,9/6/2024,Manager,Connected,AI,Engaged,64760,Open,,,,
JApIsqX,9/3/2024,,No Answer,N/A,N/A,54448,#N/A,,,,
jBaq9mxEZn,9/5/2024,,No Answer,N/A,N/A,62722,#N/A,,,,
JBKMnh6,9/3/2024,Manager,Connected,Smooth,Deferred to Other Stakeholder,56768,Loss,,,,
jcwT2BS,9/4/2024,Manager,Connected,Operator,Engaged,88175,Open,,,,
jdodz6U,9/6/2024,,No Answer,N/A,N/A,11986,#N/A,,,,
JE4S87eM37,9/2/2024,,No Answer,N/A,N/A,97052,#N/A,,,,
jEQv37K,9/4/2024,Manager,Connected,Smooth,No Interest,71784,Loss,,,,
JHy472V,9/6/2024,,No Answer,N/A,N/A,35844,#N/A,,,,
JM1ho38,9/13/2024,,No Answer,N/A,N/A,19540,#N/A,,,,
Jm41HjtG4z,9/3/2024,,No Answer,N/A,N/A,68732,#N/A,,,,
jrTE25F,9/12/2024,Manager,Connected,Smooth,No Interest,28147,Loss,,,,
juQ6APww36,9/3/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,21093,Open,,,,
jvFNexI,9/13/2024,Manager,Connected,Operator,Engaged,61925,Open,,,,
JVt52R1,9/5/2024,,No Answer,N/A,N/A,35387,#N/A,,,,
jZHzNkV,9/3/2024,,No Answer,N/A,N/A,76405,#N/A,,,,
K04YrshDh3,9/6/2024,Manager,Connected,AI,Engaged,91981,Open,,,,
k1667j9,9/5/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,61399,Open,,,,
k673DM6,9/13/2024,Owner,Connected,Operator,Engaged,27999,Open,,,,
k6NVWuE,9/12/2024,Manager,Connected,Smooth,No Interest,85520,Loss,,,,
K725QEM,9/5/2024,Owner,Connected,Operator,No interest,92729,Loss,,,,
k73b8JN,9/3/2024,Manager,Connected,AI,No Interest,66254,Loss,,,,
K76elKC,9/4/2024,Owner,Connected,AI,No interest,26667,Loss,,,,
K7MS8U7,9/12/2024,Manager,Connected,Operator,No Interest,75915,Loss,,,,
K7nxX24,9/10/2024,Manager,Connected,AI,No Interest,59754,Loss,,,,
KAW7xYP,9/12/2024,,No Answer,N/A,N/A,68121,#N/A,,,,
Kc94TYC,9/5/2024,Owner,Connected,AI,No interest,52305,Loss,,,,
kGpvg3ae07,9/9/2024,Manager,Connected,Operator,No Interest,34183,Loss,,,,
KJFgGM3,9/5/2024,Manager,Connected,Smooth,No Interest,51346,Loss,,,,
kJJL617,9/5/2024,Manager,Connected,Smooth,Deferred to Other Stakeholder,17782,Open,,,,
kl727tM,9/2/2024,,No Answer,N/A,N/A,92059,#N/A,,,,
kNi4R3x8p3,9/9/2024,,No Answer,N/A,N/A,13584,#N/A,,,,
KNr0U50,9/4/2024,Manager,Connected,Operator,No Interest,61460,Loss,,,,
ko4z0mM,9/11/2024,Manager,Connected,AI,Deferred to Other Stakeholder,17661,Loss,,,,
kq1OXLT,9/10/2024,Owner,Connected,Operator,Engaged,32496,Win,,,,
KQa2cCG,9/9/2024,,No Answer,N/A,N/A,78381,#N/A,,,,
kQBLEVD,9/3/2024,Manager,Connected,Smooth,Deferred to Other Stakeholder,22730,Open,,,,
Krfb1CdmNR,9/11/2024,Owner,Connected,Operator,No interest,59949,Loss,,,,
KrFwR4k4Sv,9/9/2024,,No Answer,N/A,N/A,61244,#N/A,,,,
kRW9kW0,9/3/2024,,No Answer,N/A,N/A,18722,#N/A,,,,
KS7Fo94,9/4/2024,Owner,Connected,AI,Engaged,88611,Open,,,,
KsEuyl9,9/9/2024,,No Answer,N/A,N/A,29157,#N/A,,,,
KSR36ft0Og,9/2/2024,Manager,Connected,Operator,No Interest,94805,Loss,,,,
Kt2IB89,9/6/2024,Manager,Connected,Smooth,Deferred to Other Stakeholder,39737,Open,,,,
KV0G919,9/5/2024,,No Answer,N/A,N/A,56920,#N/A,,,,
kV53346,9/10/2024,Manager,Connected,AI,No Interest,22402,Loss,,,,
kV7U435,9/13/2024,,No Answer,N/A,N/A,16228,#N/A,,,,
Kx6M97B,9/4/2024,,No Answer,N/A,N/A,94116,#N/A,,,,
KyDZIe0,9/5/2024,,No Answer,N/A,N/A,56603,#N/A,,,,
KZ4yDI9,9/4/2024,Manager,Connected,AI,No Interest,77949,Loss,,,,
kzaACXZ,9/6/2024,Manager,Connected,AI,No Interest,12084,Loss,,,,
Kzkd28zvug,9/11/2024,Manager,Connected,AI,No Interest,31874,Loss,,,,
l1GN162,9/2/2024,,No Answer,N/A,N/A,30254,#N/A,,,,
l1uK4fc75S,9/9/2024,,No Answer,N/A,N/A,26508,#N/A,,,,
L5jA6B5,9/6/2024,Owner,Connected,Smooth,Engaged,77989,Win,,,,
L5ki7Ld24v,9/11/2024,,No Answer,N/A,N/A,64216,#N/A,,,,
